DATE,CS_INDEX
1992-10-01,76.37700000000000
1992-11-01,76.55900000000000
1992-12-01,76.67500000000000
1993-01-01,76.78500000000000
1993-02-01,76.83800000000001
1993-03-01,76.86799999999999
1993-04-01,76.93700000000000
1993-05-01,77.03699999999999
1993-06-01,77.24299999999999
1993-07-01,77.43100000000000
1993-08-01,77.61300000000000
1993-09-01,77.79500000000000
1993-10-01,77.94199999999999
1993-11-01,78.14900000000000
1993-12-01,78.32600000000001
1994-01-01,78.59200000000000
1994-02-01,78.72800000000001
1994-03-01,78.85700000000000
1994-04-01,78.98699999999999
1994-05-01,79.22199999999999
1994-06-01,79.42300000000000
1994-07-01,79.59399999999999
1994-08-01,79.78100000000001
1994-09-01,79.91900000000000
1994-10-01,80.06600000000000
1994-11-01,80.15000000000001
1994-12-01,80.29700000000000
1995-01-01,80.42600000000000
1995-02-01,80.53000000000000
1995-03-01,80.59800000000000
1995-04-01,80.66000000000000
1995-05-01,80.70399999999999
1995-06-01,80.78399999999999
1995-07-01,80.93700000000000
1995-08-01,81.11000000000000
1995-09-01,81.30700000000000
1995-10-01,81.48200000000000
1995-11-01,81.61900000000000
1995-12-01,81.73699999999999
1996-01-01,81.83499999999999
1996-02-01,81.95500000000000
1996-03-01,82.19400000000000
1996-04-01,82.42100000000001
1996-05-01,82.61000000000000
1996-06-01,82.75200000000001
1996-07-01,82.92900000000000
1996-08-01,83.08700000000000
1996-09-01,83.25700000000001
1996-10-01,83.37700000000001
1996-11-01,83.55300000000000
1996-12-01,83.72100000000000
1997-01-01,83.95600000000000
1997-02-01,84.18299999999999
1997-03-01,84.45200000000001
1997-04-01,84.62400000000000
1997-05-01,84.86200000000001
1997-06-01,85.08100000000000
1997-07-01,85.33200000000001
1997-08-01,85.57299999999999
1997-09-01,85.85100000000000
1997-10-01,86.14800000000000
1997-11-01,86.63400000000000
1997-12-01,87.09399999999999
1998-01-01,87.61600000000000
1998-02-01,88.00399999999999
1998-03-01,88.44200000000001
1998-04-01,88.87899999999999
1998-05-01,89.36499999999999
1998-06-01,89.84500000000000
1998-07-01,90.31100000000001
1998-08-01,90.78700000000001
1998-09-01,91.25900000000000
1998-10-01,91.71800000000000
1998-11-01,92.20000000000000
1998-12-01,92.71299999999999
1999-01-01,93.20900000000000
1999-02-01,93.67400000000001
1999-03-01,94.21899999999999
1999-04-01,94.78600000000000
1999-05-01,95.34500000000000
1999-06-01,95.97499999999999
1999-07-01,96.59200000000000
1999-08-01,97.21899999999999
1999-09-01,97.86300000000000
1999-10-01,98.52400000000000
1999-11-01,99.15500000000000
1999-12-01,99.84500000000000
2000-01-01,100.55200000000001
2000-02-01,101.33900000000000
2000-03-01,102.12700000000000
2000-04-01,102.92300000000000
2000-05-01,103.67800000000000
2000-06-01,104.42500000000000
2000-07-01,105.05400000000000
2000-08-01,105.76800000000000
2000-09-01,106.53900000000000
2000-10-01,107.38300000000000
2000-11-01,108.30300000000000
2000-12-01,109.14100000000001
2001-01-01,109.84699999999999
2001-02-01,110.50200000000000
2001-03-01,111.11000000000000
2001-04-01,111.65200000000000
2001-05-01,112.16400000000000
2001-06-01,112.79700000000000
2001-07-01,113.49200000000000
2001-08-01,114.16800000000001
2001-09-01,114.81300000000000
2001-10-01,115.30900000000000
2001-11-01,115.85700000000000
2001-12-01,116.45399999999999
2002-01-01,117.14400000000001
2002-02-01,117.84500000000000
2002-03-01,118.68700000000000
2002-04-01,119.61100000000000
2002-05-01,120.72400000000000
2002-06-01,121.81399999999999
2002-07-01,122.88900000000000
2002-08-01,123.83199999999999
2002-09-01,124.78100000000001
2002-10-01,125.73600000000000
2002-11-01,126.67000000000000
2002-12-01,127.62400000000000
2003-01-01,128.46100000000001
2003-02-01,129.35599999999999
2003-03-01,130.14900000000000
2003-04-01,130.88499999999999
2003-05-01,131.73599999999999
2003-06-01,132.65000000000001
2003-07-01,133.77700000000002
2003-08-01,134.96799999999999
2003-09-01,136.29499999999999
2003-10-01,137.53299999999999
2003-11-01,138.79599999999999
2003-12-01,140.18100000000001
2004-01-01,141.64700000000002
2004-02-01,143.19200000000001
2004-03-01,145.05900000000000
2004-04-01,146.59299999999999
2004-05-01,148.18700000000001
2004-06-01,149.85200000000000
2004-07-01,151.34000000000000
2004-08-01,152.63499999999999
2004-09-01,154.18100000000001
2004-10-01,155.75200000000001
2004-11-01,157.52900000000000
2004-12-01,159.33199999999999
2005-01-01,161.28899999999999
2005-02-01,163.34600000000000
2005-03-01,165.81400000000002
2005-04-01,167.50299999999999
2005-05-01,169.35200000000000
2005-06-01,171.19200000000001
2005-07-01,172.86099999999999
2005-08-01,174.44299999999998
2005-09-01,176.43900000000002
2005-10-01,178.02799999999999
2005-11-01,179.68200000000002
2005-12-01,180.91099999999997
2006-01-01,182.32200000000000
2006-02-01,183.28899999999999
2006-03-01,184.36500000000001
2006-04-01,184.33000000000001
2006-05-01,184.15600000000001
2006-06-01,183.50700000000001
2006-07-01,183.06700000000001
2006-08-01,182.59399999999999
2006-09-01,182.79800000000000
2006-10-01,183.19800000000001
2006-11-01,183.60900000000001
2006-12-01,184.13999999999999
2007-01-01,184.51800000000000
2007-02-01,184.59899999999999
2007-03-01,184.15100000000001
2007-04-01,183.01100000000000
2007-05-01,181.60200000000000
2007-06-01,180.25500000000000
2007-07-01,179.11099999999999
2007-08-01,178.11700000000002
2007-09-01,177.55799999999999
2007-10-01,176.62400000000002
2007-11-01,175.14700000000002
2007-12-01,174.34200000000001
2008-01-01,173.13200000000001
2008-02-01,171.53999999999999
2008-03-01,170.05200000000002
2008-04-01,168.33700000000002
2008-05-01,166.65900000000002
2008-06-01,165.01800000000000
2008-07-01,163.56600000000000
2008-08-01,161.98900000000000
2008-09-01,160.30900000000000
2008-10-01,158.32800000000000
2008-11-01,156.14200000000000
2008-12-01,153.61900000000000
2009-01-01,151.50700000000001
2009-02-01,150.01499999999999
2009-03-01,148.66100000000000
2009-04-01,147.94899999999998
2009-05-01,147.69399999999999
2009-06-01,148.09000000000000
2009-07-01,148.40899999999999
2009-08-01,148.27799999999999
2009-09-01,148.02600000000001
2009-10-01,147.85100000000000
2009-11-01,148.13700000000000
2009-12-01,147.93100000000001
2010-01-01,147.39600000000002
2010-02-01,145.63200000000001
2010-03-01,145.85800000000000
2010-04-01,146.40100000000001
2010-05-01,146.39200000000000
2010-06-01,145.71799999999999
2010-07-01,144.98699999999999
2010-08-01,143.91100000000000
2010-09-01,143.01400000000001
2010-10-01,142.52600000000001
2010-11-01,142.16800000000001
2010-12-01,142.05500000000001
2011-01-01,141.51700000000000
2011-02-01,140.34399999999999
2011-03-01,139.97600000000000
2011-04-01,140.00700000000001
2011-05-01,139.90200000000002
2011-06-01,139.85900000000001
2011-07-01,139.72700000000000
2011-08-01,139.30600000000001
2011-09-01,138.66499999999999
2011-10-01,137.94799999999998
2011-11-01,137.14700000000002
2011-12-01,136.66999999999999
2012-01-01,136.60499999999999
2012-02-01,136.52900000000000
2012-03-01,137.90000000000001
2012-04-01,139.14900000000000
2012-05-01,140.15100000000001
2012-06-01,141.02700000000002
2012-07-01,141.66800000000001
2012-08-01,142.27799999999999
2012-09-01,142.90600000000001
2012-10-01,143.59600000000000
2012-11-01,144.57900000000001
2012-12-01,145.49600000000001
2013-01-01,146.82200000000000
2013-02-01,147.78100000000001
2013-03-01,149.96000000000001
2013-04-01,151.51700000000000
2013-05-01,152.84700000000001
2013-06-01,154.19799999999998
2013-07-01,155.60299999999998
2013-08-01,156.96000000000001
2013-09-01,158.22100000000000
2013-10-01,159.23800000000000
2013-11-01,160.07100000000000
2013-12-01,160.99100000000001
2014-01-01,161.92099999999999
2014-02-01,162.51900000000001
2014-03-01,163.07900000000001
2014-04-01,163.38600000000000
2014-05-01,163.65400000000000
2014-06-01,164.06200000000001
2014-07-01,164.58099999999999
2014-08-01,165.20800000000000
2014-09-01,165.89900000000000
2014-10-01,166.63600000000000
2014-11-01,167.33000000000001
2014-12-01,168.04400000000001
2015-01-01,168.62299999999999
2015-02-01,169.12000000000000
2015-03-01,169.79100000000000
2015-04-01,170.28999999999999
2015-05-01,170.87200000000001
2015-06-01,171.47200000000001
2015-07-01,172.14300000000000
2015-08-01,172.92700000000002
2015-09-01,173.81999999999999
2015-10-01,174.78400000000002
2015-11-01,175.72999999999999
2015-12-01,176.53299999999999
2016-01-01,177.25700000000001
2016-02-01,177.63700000000000
2016-03-01,178.15400000000002
2016-04-01,178.75700000000001
2016-05-01,179.41800000000001
2016-06-01,180.08400000000000
2016-07-01,180.84399999999999
2016-08-01,181.83500000000001
2016-09-01,182.80799999999999
2016-10-01,183.73500000000001
2016-11-01,184.74500000000000
2016-12-01,185.70800000000000
2017-01-01,186.78700000000001
2017-02-01,187.30699999999999
2017-03-01,187.98400000000001
2017-04-01,188.71400000000003
2017-05-01,189.60200000000000
2017-06-01,190.50700000000001
2017-07-01,191.45500000000001
2017-08-01,192.64200000000000
2017-09-01,193.73599999999999
2017-10-01,194.78299999999999
2017-11-01,195.93500000000000
2017-12-01,197.15700000000001
2018-01-01,198.29599999999999
2018-02-01,199.22600000000000
2018-03-01,199.96500000000000
2018-04-01,200.65700000000001
2018-05-01,201.41800000000001
2018-06-01,202.22900000000001
2018-07-01,202.90100000000001
2018-08-01,203.65400000000000
2018-09-01,204.31200000000001
2018-10-01,205.07700000000000
2018-11-01,205.65000000000001
2018-12-01,206.13999999999999
2019-01-01,206.53100000000001
2019-02-01,206.85700000000000
2019-03-01,207.07900000000001
2019-04-01,207.53200000000001
2019-05-01,208.14400000000001
2019-06-01,208.63300000000001
2019-07-01,209.22999999999999
2019-08-01,210.02600000000001
2019-09-01,210.83199999999999
2019-10-01,211.72100000000000
2019-11-01,212.75899999999999
2019-12-01,213.92800000000000
2020-01-01,215.02500000000001
2020-02-01,215.89300000000000
2020-03-01,216.45099999999999
2020-04-01,216.85499999999999
2020-05-01,216.98599999999999
2020-06-01,217.56299999999999
2020-07-01,219.25399999999999
2020-08-01,222.26800000000000
2020-09-01,225.71799999999999
2020-10-01,229.65000000000001
2020-11-01,233.22399999999999
2020-12-01,236.52799999999999
2021-01-01,239.69499999999999
2021-02-01,242.43600000000001
2021-03-01,245.53800000000001
2021-04-01,249.11500000000001
2021-05-01,253.36500000000001
2021-06-01,258.20400000000001
2021-07-01,262.54700000000003
2021-08-01,266.57299999999998
2021-09-01,270.16200000000003
2021-10-01,273.56400000000002
2021-11-01,277.29599999999999
2021-12-01,281.46499999999997
2022-01-01,286.22800000000001
2022-02-01,291.28100000000001
2022-03-01,296.51700000000000
2022-04-01,300.56000000000000
2022-05-01,303.57200000000000
2022-06-01,304.36400000000003
2022-07-01,303.38299999999998
2022-08-01,300.99799999999999
2022-09-01,299.03899999999999
2022-10-01,298.69000000000000
2022-11-01,298.44599999999997
2022-12-01,297.63900000000001
2023-01-01,297.60000000000002
2023-02-01,297.99200000000002
2023-03-01,299.05599999999998
2023-04-01,300.47300000000001
2023-05-01,302.50599999999997
2023-06-01,304.44999999999999
2023-07-01,306.58999999999997
2023-08-01,309.05599999999998
2023-09-01,311.21100000000001
2023-10-01,313.10300000000001
2023-11-01,314.01499999999999
2023-12-01,314.67400000000004
2024-01-01,316.10900000000004
2024-02-01,317.56799999999998
2024-03-01,318.55400000000003
2024-04-01,319.53399999999999
2024-05-01,320.50799999999998
2024-06-01,321.03600000000000
2024-07-01,321.44999999999999
2024-08-01,322.27699999999999
2024-09-01,323.35200000000003
